id,author,title,content,rating,updated,im:version
14234126903,CumCumCumCumCumCumCum,50/50 app,"Definitely the best music app BUT it’s ONLY the best when you have premium subscription, if you don’t have the money for 10$ a month I would recommend YouTube music!",5,2026-06-27T13:17:15-07:00,9.1.60
14234125408,Virviryapma,Açmıyo,Premium aldım açmıyo,3,2026-06-27T13:16:44-07:00,9.1.60
14234111731,Shuffle options,Shuffle,"I feel like I hear the same songs over again on shuffle. Seems like it shouldn’t do that with 19,000 songs to choose from.",5,2026-06-27T13:11:51-07:00,9.1.60
14234099386,Easton S. Wise,Brand new update,"The update that released just today is infuriating. I can no longer play music that I want to listen to, even of its one specific song. On top of all of that, when I select a specific song theres a pop up that says “Try Spotify Premium for $0 for 3 months”. This is the just a once every few times I go to play a specific song, it’s every. Single. Song. Very bad update very bad idea. It will only aggravate the community.",2,2026-06-27T13:07:26-07:00,9.1.60
14234098722,The dark onion,I,The best place to listen to music,5,2026-06-27T13:07:12-07:00,9.1.60
14234084549,CrocketBOMB,On second thought…,"I was wrong about my harsh reception of the video-side of spotify, it’s actually quite great especially with premium, and freezes up much less often than Youtube. Still the best music platform, hands down! (Though I wish the creators I watch would post more to Spotify. Perhaps time will tell)",5,2026-06-27T13:02:08-07:00,9.1.60
14234074155,driving 67,Spotify is good,Spotify is good,5,2026-06-27T12:58:26-07:00,9.1.60
14234071037,quacker spoodle,They’re practically forcing to buy premium.,"A lot of features for the app has practically been set to be used as “premium features”, now they’re even limiting how many songs you can choose per day, it’s getting a bit out of hand.",1,2026-06-27T12:57:20-07:00,8.9.60
14234048973,Shernell8541,Apple who?,All bets on Spotify ANYDAY!,5,2026-06-27T12:49:35-07:00,9.1.60
14234046253,Great 4long.,Pretty Good.,Awesome and To The Point.,5,2026-06-27T12:48:38-07:00,9.1.60
14234046100,Mahkir15,Won’t get off of offline mode,Won’t get off of offline mode,1,2026-06-27T12:48:35-07:00,9.1.60
14234040845,Charleythataintwright99,Spotify,Spotify is amazing for music and podcasts if you have screen time limits and I have been watching lots of videos from podcasts but recently my favorite episode won’t work I can’t watch it I know it has the video because I have watched it before but it does the thing where you can read lyrics on the screen where the video would be overall it’s really great but I wish I knew how to fix that problem. It would be great if that got fixed.,5,2026-06-27T12:46:42-07:00,9.1.60
14234033961,Charlieee44,My favorite app,It’s such a good app,5,2026-06-27T12:44:16-07:00,9.1.60
14234025656,Jimothybobamue,Best app,EVER,5,2026-06-27T12:41:21-07:00,9.1.60
14234010854,future country music star ⭐️,AWESOME!!!!!! 😎 🤩,"i absolutely love this app, i pay for premium and it’s totally worth it. even the ai bot is amazing (its been giving me ways to produce music) just one suggestion: can you put out the notes of the song, not just lyrics, i’m working on making music and that would be super helpful. pls and thx 😊",5,2026-06-27T12:36:13-07:00,9.1.60
14234009571,cristian ronaldo sewiii,Best app ever,"Nothing bad to say, it even sets up albums based on your taste!!!",5,2026-06-27T12:35:46-07:00,9.1.60
14234006710,Paloma Plus,I love the app,I don’t have many apps that I enjoy. Spotify is the only one that enjoy a lot. Thank you!!,5,2026-06-27T12:34:48-07:00,9.1.60
14234003759,DufferMac,Bloatware bogs ipad,"Sluggish, locks ipad too much. Poor functioning. Use only free and be aware.",2,2026-06-27T12:33:45-07:00,9.1.60
14233999091,strxwberri_s,Limited Music,For sone reason songs by R5 (an American band) are not available in America?? pmo,2,2026-06-27T12:32:08-07:00,9.1.60
14233992496,didybob,fairs,"I think Spotify is cool how you can check up on your minutes listened, top songs, and top artist of the week. Also your able to see latest song Reslese by artists you're following.Although I dislike seeing 5 20 second adds every 3 songs just because I don't have premium. Also when I want to skip a song I can't because i ran out of skips for the hour. And no I don't want to pay for premium",3,2026-06-27T12:29:53-07:00,9.1.60
14233988139,Deanna Sly,F,The only thing I don’t like about is that we have to wait till tomorrow to play music like be fr,5,2026-06-27T12:28:23-07:00,9.1.60
14233948567,Sienna’s App,Spotify Ratings,Amazing!!! Amazing music!! You will love it!!!!,5,2026-06-27T12:14:44-07:00,9.1.60
14233934197,wrstrong,Kris Heaton Band,Thank you for playing my song . Tribute to Native Americans,5,2026-06-27T12:09:49-07:00,9.1.60
14233933783,Lexyyyyyyyyyuyyyuyyyyyyy,V,Good but I wish there wasn’t as many adds,5,2026-06-27T12:09:39-07:00,9.1.60
14233929036,Sooooooooooooo goooooooood,Sooo good,Sooooooooooo gooooood would recommend,5,2026-06-27T12:08:02-07:00,9.1.60
14233905611,Bailey Zimmerman 2.0 fan😎😎,concert not showing,so i wanna go to Bailey Zimmerman and i was trying to find tickets for it on my spotify and SOOO the date he coming near me didn’t show! so apparently where i live isn’t good enough for spotify???,3,2026-06-27T12:00:03-07:00,9.1.60
14233904658,Storyvibe2,Pricing,To expensive and not enough what are the buyers getting out of it more than the corporation?,1,2026-06-27T11:59:45-07:00,9.1.60
